Pattern
"((19, 16), (20, 16))"
"((88, 93), (87, 93))"
"((77, 79), (79, 80))"
"((13, 199), (13, 198))"
"((87, 93), (88, 92))"
"((13, 199), (12, 199))"
"((88, 93), (88, 92))"
"((13, 198), (12, 199))"
"((88, 93), (87, 93), (88, 92))"
"((87, 93), (88, 93), (88, 92))"
"((87, 93), (88, 92), (88, 93))"
"((88, 93), (88, 92), (88, 93))"
"((163, 176), (163, 175))"
"((16, 13), (17, 12))"
"((17, 12), (16, 13))"
"((87, 93), (88, 93))"
"((88, 93), (87, 93), (88, 93))"
"((163, 175), (163, 176))"
"((12, 199), (13, 199))"
"((13, 199), (13, 198), (12, 199))"
"((163, 176), (162, 176), (163, 176))"
"((13, 198), (12, 199))"
"((17, 12), (16, 13), (17, 12))"
"((12, 199), (13, 198), (12, 199))"
"((61, 127), (62, 130))"
"((59, 128), (61, 128))"
"((107, 104), (106, 104))"
"((106, 104), (107, 104))"
"((59, 128), (61, 127))"
"((50, 126), (51, 126))"
"((82, 199), (82, 198))"
"((51, 126), (50, 126))"
"((107, 105), (107, 104))"
"((61, 130), (60, 128))"
"((47, 124), (83, 96))"
"((82, 198), (82, 199))"
"((59, 127), (61, 128))"
"((76, 84), (75, 84))"
"((59, 127), (61, 127))"
"((60, 129), (61, 128))"
"((61, 129), (62, 130))"
"((49, 109), (83, 96))"
"((82, 93), (76, 79))"
"((61, 128), (61, 130))"
"((62, 130), (59, 128))"
"((50, 125), (49, 125))"
"((61, 128), (60, 129))"
"((83, 96), (49, 110))"
"((83, 96), (49, 109))"
"((49, 125), (50, 125))"
"((49, 125), (51, 126))"
"((50, 126), (49, 125))"
"((46, 125), (45, 125))"
"((62, 130), (61, 128))"
"((60, 128), (59, 127))"
"((62, 130), (61, 127))"
"((60, 128), (62, 130))"
"((75, 84), (76, 84))"
"((61, 128), (61, 127))"
"((61, 128), (60, 127))"
"((61, 127), (61, 128))"
"((107, 104), (107, 105))"
"((76, 84), (75, 85))"
"((61, 127), (59, 127))"
"((61, 127), (60, 128))"
"((59, 127), (60, 128))"
"((61, 128), (47, 113))"
"((61, 130), (61, 128))"
"((59, 127), (62, 130))"
"((162, 178), (162, 177))"
"((75, 85), (75, 84))"
"((51, 126), (50, 125))"
"((61, 129), (61, 128))"
"((126, 88), (126, 87))"
"((49, 110), (83, 96))"
"((49, 125), (50, 126))"
"((62, 130), (61, 129))"
"((162, 177), (162, 178))"
"((60, 127), (61, 128))"
"((75, 84), (75, 85))"
"((47, 125), (46, 125))"
"((61, 128), (61, 129))"
"((62, 130), (59, 127))"
"((62, 130), (60, 128))"
"((45, 125), (46, 125))"
"((61, 128), (59, 128))"
"((126, 87), (126, 88))"
"((61, 128), (59, 127))"
"((61, 128), (60, 128))"
"((60, 128), (61, 128))"
"((46, 125), (47, 125))"
"((61, 127), (61, 129))"
"((61, 128), (62, 130))"
"((60, 128), (61, 127))"
"((50, 125), (51, 126))"
"((51, 126), (49, 125))"
"((61, 127), (61, 128), (62, 130))"
"((61, 127), (62, 130), (61, 128))"
"((49, 125), (50, 125), (51, 126))"
"((50, 126), (49, 125))"
"((82, 94), (82, 93), (82, 94))"
"((50, 125), (49, 125))"
"((61, 127), (61, 128), (60, 128))"
"((61, 128), (61, 127), (59, 127))"
"((59, 128), (61, 128))"
"((49, 125), (50, 126))"
"((107, 105), (107, 104), (107, 105))"
"((107, 104), (106, 104), (107, 104))"
"((59, 127), (61, 128))"
"((60, 129), (61, 128))"
"((75, 84), (76, 84))"
"((50, 126), (51, 126), (49, 125))"
"((62, 130), (60, 128), (61, 128))"
"((61, 128), (60, 127))"
"((50, 125), (51, 126), (49, 125))"
"((61, 128), (60, 128), (61, 127))"
"((62, 130), (61, 128), (59, 127))"
"((82, 198), (82, 199))"
"((107, 105), (107, 104))"
"((49, 125), (50, 125))"
"((83, 96), (49, 110), (83, 96))"
"((61, 128), (61, 127), (60, 128))"
"((59, 127), (61, 128), (59, 127))"
"((49, 125), (51, 126), (49, 125))"
"((106, 104), (107, 104))"
"((61, 128), (59, 127))"
"((61, 128), (61, 130), (61, 128))"
"((49, 125), (50, 125), (50, 126))"
"((62, 130), (61, 128), (62, 130))"
"((62, 130), (61, 128))"
"((62, 130), (61, 127), (61, 128))"
"((60, 128), (61, 128))"
"((76, 84), (75, 84))"
"((82, 93), (82, 94))"
"((61, 127), (62, 130), (61, 127))"
"((61, 127), (60, 128), (61, 128))"
"((61, 128), (62, 130))"
"((62, 130), (61, 128), (60, 128))"
"((82, 199), (82, 198), (82, 199))"
"((83, 96), (49, 110))"
"((50, 126), (51, 126), (50, 125))"
"((50, 126), (50, 125), (49, 125))"
"((61, 128), (60, 128))"
"((60, 128), (61, 128), (62, 130))"
"((62, 130), (61, 128), (61, 127))"
"((49, 110), (83, 96))"
"((61, 129), (61, 128))"
"((76, 84), (75, 84), (76, 84))"
"((61, 127), (61, 128))"
"((50, 125), (49, 125), (50, 125))"
"((59, 127), (61, 128), (61, 127))"
"((62, 130), (61, 128), (61, 129))"
"((61, 128), (61, 127))"
"((50, 126), (49, 125), (50, 126))"
"((61, 127), (60, 128))"
"((50, 125), (49, 125), (50, 126))"
"((61, 128), (60, 128), (61, 128))"
"((61, 128), (61, 129))"
"((61, 127), (59, 127))"
"((61, 129), (61, 128), (61, 129))"
"((61, 127), (61, 128), (59, 127))"
"((61, 128), (60, 127), (61, 128))"
"((50, 126), (50, 125), (51, 126))"
"((59, 127), (61, 127), (61, 128))"
"((51, 126), (50, 126), (49, 125))"
"((49, 110), (83, 96))"
"((61, 128), (61, 127), (61, 128))"
"((61, 127), (61, 128), (60, 128), (61, 128))"
"((61, 127), (62, 130), (61, 128))"
"((83, 96), (49, 110), (83, 96))"
"((50, 126), (50, 125), (49, 125), (50, 126))"
"((83, 96), (49, 110), (83, 96))"
"((61, 128), (61, 127), (61, 128))"
"((49, 110), (83, 96))"
"((62, 130), (61, 128), (61, 127))"
"((59, 127), (61, 128), (61, 127), (61, 128))"
"((50, 126), (49, 125), (50, 126))"
"((62, 130), (61, 128), (62, 130))"
"((61, 128), (60, 128), (61, 128))"
"((62, 130), (61, 128), (60, 128), (61, 128))"
"((61, 128), (61, 127), (60, 128), (61, 128))"
"((50, 126), (50, 125), (49, 125), (50, 125))"
"((83, 96), (49, 110), (83, 96))"
"((76, 96), (76, 99))"
"((86, 194), (85, 196))"
"((82, 197), (80, 195))"
"((86, 196), (86, 194))"
"((82, 197), (82, 196))"
"((133, 170), (127, 170))"
"((83, 94), (84, 96))"
"((76, 69), (77, 68))"
"((65, 114), (66, 114))"
"((150, 195), (133, 170))"
"((85, 196), (86, 196))"
"((82, 89), (82, 90))"
"((82, 198), (85, 196))"
"((80, 195), (82, 197))"
"((86, 196), (85, 196))"
"((80, 195), (82, 196))"
"((76, 97), (76, 96))"
"((85, 196), (82, 197))"
"((85, 196), (82, 196))"
"((87, 193), (85, 196))"
"((77, 68), (76, 69))"
"((46, 112), (47, 111))"
"((86, 195), (85, 196))"
"((82, 198), (80, 195))"
"((85, 196), (86, 194))"
"((76, 99), (76, 96))"
"((82, 197), (85, 196))"
"((82, 198), (82, 197))"
"((77, 68), (77, 69))"
"((97, 101), (95, 102))"
"((82, 198), (82, 196))"
"((47, 111), (47, 112))"
"((82, 196), (85, 196))"
"((95, 102), (97, 101))"
"((84, 96), (82, 93))"
"((82, 93), (84, 96))"
"((84, 94), (84, 93))"
"((47, 111), (46, 112))"
"((76, 69), (77, 69))"
"((82, 196), (80, 195))"
"((70, 62), (70, 61))"
"((127, 170), (133, 170))"
"((77, 69), (76, 69))"
"((82, 196), (82, 197))"
"((150, 195), (127, 170))"
"((80, 195), (82, 198))"
"((47, 112), (46, 112))"
"((85, 196), (82, 198))"
"((76, 97), (78, 99))"
"((82, 90), (82, 89))"
"((70, 61), (70, 62))"
"((76, 96), (76, 97))"
"((47, 112), (47, 111))"
"((84, 93), (84, 94))"
"((76, 96), (78, 99))"
"((127, 170), (150, 195))"
"((71, 68), (71, 67))"
"((46, 112), (47, 112))"
"((50, 127), (50, 126))"
"((86, 195), (87, 193))"
"((76, 99), (76, 97))"
"((86, 194), (86, 196))"
"((85, 196), (86, 195))"
"((66, 114), (65, 114))"
"((82, 94), (84, 96))"
"((171, 21), (173, 18))"
"((85, 196), (87, 193))"
"((84, 96), (82, 94))"
"((50, 126), (50, 127))"
"((86, 196), (86, 195))"
"((71, 67), (71, 68))"
"((87, 193), (86, 196))"
"((87, 193), (86, 195))"
"((78, 150), (77, 153))"
"((82, 196), (82, 198))"
"((84, 96), (83, 94))"
"((76, 97), (76, 99))"
"((86, 195), (86, 196))"
"((84, 93), (83, 93))"
"((76, 69), (77, 68), (76, 69))"
"((85, 196), (82, 196), (82, 198))"
"((82, 198), (82, 197))"
"((50, 127), (50, 126), (50, 127))"
"((47, 112), (46, 112))"
"((82, 198), (82, 196), (82, 197))"
"((47, 111), (47, 112))"
"((47, 111), (47, 112), (46, 112))"
"((70, 62), (70, 61), (70, 62))"
"((87, 193), (85, 196))"
"((82, 197), (82, 198))"
"((82, 94), (84, 96))"
"((82, 198), (85, 196))"
"((150, 195), (127, 170))"
"((76, 69), (77, 68), (77, 69))"
"((82, 89), (82, 90), (82, 89))"
"((82, 196), (80, 195), (82, 198))"
"((82, 198), (82, 196), (85, 196))"
"((82, 198), (80, 195))"
"((85, 196), (82, 198))"
"((84, 96), (82, 93), (84, 96))"
"((77, 68), (76, 69))"
"((85, 196), (82, 197), (82, 198))"
"((85, 196), (86, 196), (85, 196))"
"((82, 90), (82, 89))"
"((85, 196), (86, 196))"
"((87, 193), (85, 196), (86, 195))"
"((82, 198), (82, 197), (82, 198))"
"((76, 97), (76, 96))"
"((77, 69), (77, 68))"
"((82, 198), (82, 196), (82, 198))"
"((82, 90), (82, 89))"
"((76, 69), (77, 68))"
"((150, 195), (133, 170))"
"((87, 193), (85, 196), (87, 193))"
"((87, 193), (86, 195))"
"((82, 198), (82, 196))"
"((82, 196), (82, 198))"
"((85, 196), (82, 196))"
"((50, 126), (50, 127))"
"((82, 197), (82, 196), (82, 197))"
"((150, 195), (127, 170), (150, 195))"
"((85, 196), (86, 194))"
"((82, 198), (82, 196))"
"((86, 195), (85, 196), (86, 195))"
"((82, 94), (84, 96), (82, 94))"
"((85, 196), (86, 195))"
"((85, 196), (87, 193))"
"((82, 93), (84, 96))"
"((47, 112), (47, 111))"
"((85, 196), (87, 193), (86, 195))"
"((82, 196), (82, 197), (82, 198))"
"((85, 196), (82, 196), (82, 197))"
"((65, 114), (66, 114))"
"((82, 197), (82, 196), (82, 198))"
"((70, 61), (70, 62))"
"((84, 96), (82, 93))"
"((85, 196), (86, 195))"
"((47, 112), (46, 112), (47, 112))"
"((70, 62), (70, 61))"
"((82, 198), (80, 195), (82, 198))"
"((47, 111), (46, 112), (47, 112))"
"((65, 114), (66, 114), (65, 114))"
"((66, 114), (65, 114))"
"((77, 69), (77, 68), (77, 69))"
"((133, 170), (127, 170))"
"((50, 127), (50, 126))"
"((84, 96), (82, 94))"
"((82, 197), (82, 196))"
"((82, 198), (82, 197))"
"((47, 111), (47, 112), (47, 111))"
"((150, 195), (127, 170))"
"((82, 89), (82, 90), (82, 89))"
"((150, 195), (127, 170))"
"((86, 195), (85, 196), (86, 195))"
"((87, 193), (85, 196), (87, 193))"
"((150, 195), (127, 170), (150, 195))"
"((82, 198), (82, 196), (82, 197), (82, 198))"
"((65, 114), (66, 114), (65, 114))"
"((82, 198), (82, 196))"
"((88, 90), (88, 89))"
"((69, 68), (70, 68))"
"((92, 113), (93, 113))"
"((94, 94), (77, 75))"
"((48, 96), (41, 95))"
"((74, 95), (77, 101))"
"((125, 122), (125, 123))"
"((10, 197), (9, 197))"
"((93, 114), (93, 113))"
"((84, 93), (84, 92))"
"((77, 101), (74, 95))"
"((9, 198), (9, 197))"
"((84, 92), (84, 93))"
"((84, 92), (85, 92))"
"((93, 113), (92, 113))"
"((9, 197), (10, 197))"
"((93, 113), (93, 114))"
"((77, 75), (96, 86))"
"((49, 96), (41, 95))"
"((69, 68), (70, 63))"
"((10, 198), (9, 197))"
"((74, 109), (73, 109))"
"((47, 96), (41, 95))"
"((92, 113), (93, 114))"
"((126, 123), (125, 122))"
"((124, 122), (125, 123))"
"((94, 94), (96, 86))"
"((124, 122), (125, 122))"
"((124, 122), (126, 123))"
"((95, 87), (96, 86))"
"((70, 68), (70, 63))"
"((93, 114), (92, 113))"
"((125, 123), (126, 123))"
"((70, 68), (69, 68))"
"((10, 196), (9, 197))"
"((125, 123), (124, 122))"
"((125, 122), (126, 123))"
"((9, 197), (9, 198))"
"((88, 89), (88, 90))"
"((9, 197), (10, 198))"
"((73, 109), (74, 109))"
"((40, 113), (41, 114))"
"((77, 75), (94, 94))"
"((126, 123), (125, 123))"
"((85, 92), (84, 92))"
"((126, 123), (124, 122))"
"((69, 68), (70, 68), (70, 63))"
"((124, 122), (125, 122), (126, 123))"
"((70, 68), (70, 63))"
"((92, 113), (93, 113))"
"((126, 123), (125, 122), (126, 123))"
"((92, 113), (93, 114))"
"((93, 113), (92, 113), (93, 114))"
"((92, 113), (93, 113), (93, 114))"
"((93, 113), (92, 113))"
"((74, 95), (77, 101))"
"((74, 109), (73, 109), (74, 109))"
"((92, 113), (93, 113), (92, 113))"
"((69, 68), (70, 68), (69, 68))"
"((93, 114), (93, 113))"
"((70, 68), (69, 68))"
"((125, 123), (126, 123), (125, 123))"
"((93, 114), (93, 113), (93, 114))"
"((124, 122), (126, 123), (125, 123))"
"((74, 109), (73, 109))"
"((93, 114), (93, 113), (92, 113))"
"((126, 123), (125, 123))"
"((93, 113), (93, 114))"
"((92, 113), (93, 114))"
"((124, 122), (126, 123), (124, 122))"
"((93, 113), (93, 114), (92, 113))"
"((92, 113), (93, 114), (92, 113))"
"((125, 123), (126, 123))"
"((126, 123), (124, 122))"
"((69, 68), (70, 68))"
"((125, 122), (126, 123), (125, 123))"
"((93, 113), (92, 113), (93, 114))"
"((92, 113), (93, 113), (93, 114))"
"((93, 114), (93, 113), (93, 114))"
"((92, 113), (93, 114))"
"((93, 113), (92, 113), (93, 114), (92, 113))"
"((92, 113), (93, 113), (93, 114), (92, 113))"
"((93, 114), (93, 113), (93, 114), (92, 113))"
"((73, 97), (74, 94))"
"((13, 198), (17, 198))"
"((75, 105), (74, 105))"
"((73, 106), (75, 99))"
"((75, 99), (76, 100))"
"((40, 95), (41, 95))"
"((96, 128), (95, 127))"
"((98, 103), (95, 102))"
"((97, 151), (96, 151))"
"((74, 71), (74, 72))"
"((98, 103), (96, 102))"
"((74, 105), (75, 105))"
"((44, 89), (45, 89))"
"((45, 89), (44, 89))"
"((94, 131), (94, 132))"
"((95, 128), (95, 127))"
"((79, 88), (79, 87))"
"((98, 104), (97, 105))"
"((97, 153), (96, 151))"
"((95, 127), (96, 128))"
"((18, 198), (17, 198))"
"((74, 94), (73, 97))"
"((96, 102), (98, 103))"
"((88, 140), (83, 145))"
"((17, 198), (13, 199))"
"((41, 95), (40, 95))"
"((17, 199), (17, 198))"
"((76, 70), (74, 72))"
"((94, 132), (94, 131))"
"((96, 151), (97, 151))"
"((76, 100), (75, 99))"
"((75, 99), (73, 106))"
"((95, 102), (98, 103))"
"((95, 127), (95, 128))"
"((17, 198), (18, 198))"
"((97, 151), (96, 151), (97, 151))"
"((96, 127), (95, 127), (96, 127))"
"((44, 89), (45, 89))"
"((97, 151), (96, 151))"
"((75, 105), (74, 105), (75, 105))"
"((13, 199), (13, 198), (13, 199))"
"((96, 127), (95, 127))"
"((73, 97), (74, 94), (73, 97))"
"((13, 198), (13, 199))"
"((73, 97), (74, 94))"
"((44, 89), (45, 89), (44, 89))"
"((74, 105), (75, 105))"
"((88, 140), (83, 145))"
"((74, 94), (73, 97))"
"((98, 103), (96, 102), (98, 103))"
"((45, 89), (44, 89))"
"((40, 95), (41, 95))"
"((13, 199), (13, 198), (13, 199))"
"((44, 89), (45, 89), (44, 89))"
"((73, 97), (74, 94), (73, 97))"
"((83, 144), (85, 148))"
"((82, 143), (87, 149))"
"((85, 149), (83, 144))"
"((19, 19), (19, 18))"
"((117, 117), (119, 119))"
"((68, 117), (69, 118))"
"((69, 118), (68, 118))"
"((83, 144), (86, 149))"
"((90, 93), (90, 94))"
"((119, 119), (118, 118))"
"((19, 19), (20, 18))"
"((87, 149), (85, 148))"
"((20, 18), (20, 16))"
"((118, 117), (118, 118))"
"((19, 18), (20, 18))"
"((82, 143), (83, 144))"
"((85, 149), (85, 148))"
"((87, 149), (86, 149))"
"((85, 120), (86, 120))"
"((118, 117), (119, 119))"
"((20, 18), (19, 19))"
"((20, 18), (19, 18))"
"((85, 149), (86, 149))"
"((118, 118), (119, 119))"
"((82, 143), (85, 149))"
"((82, 143), (85, 148))"
"((83, 144), (85, 149))"
"((117, 116), (119, 119))"
"((119, 119), (117, 116))"
"((119, 118), (118, 117))"
"((19, 18), (19, 19))"
"((82, 143), (86, 149))"
"((118, 117), (117, 116))"
"((74, 72), (75, 73))"
"((79, 93), (78, 93))"
"((87, 149), (85, 149))"
"((118, 118), (117, 116))"
"((86, 149), (85, 148))"
"((94, 102), (93, 101))"
"((86, 149), (87, 149))"
"((90, 94), (90, 93))"
"((79, 92), (76, 97))"
"((79, 92), (78, 93))"
"((69, 118), (68, 117))"
"((119, 119), (118, 117))"
"((83, 144), (82, 143))"
"((119, 119), (119, 118))"
"((86, 149), (83, 144))"
"((118, 118), (118, 117))"
"((79, 93), (79, 92))"
"((118, 117), (119, 118))"
"((119, 118), (118, 118))"
"((118, 118), (119, 118))"
"((119, 118), (119, 119))"
"((68, 118), (69, 118))"
"((86, 149), (85, 149))"
"((19, 19), (19, 18), (19, 19))"
"((20, 18), (19, 19))"
"((119, 119), (118, 118), (119, 119))"
"((119, 119), (118, 118), (118, 117))"
"((82, 143), (86, 149))"
"((19, 18), (20, 18), (19, 19))"
"((118, 118), (119, 119))"
"((118, 118), (118, 117))"
"((118, 117), (118, 118), (119, 119))"
"((118, 117), (118, 118), (118, 117))"
"((119, 119), (118, 117))"
"((69, 118), (68, 118), (69, 118))"
"((19, 19), (20, 18), (19, 18))"
"((19, 19), (19, 18), (20, 18))"
"((20, 18), (19, 19))"
"((119, 119), (118, 118))"
"((118, 117), (118, 118))"
"((118, 117), (119, 119), (118, 117))"
"((20, 18), (19, 18))"
"((119, 119), (118, 117))"
"((20, 18), (19, 18), (19, 19))"
"((118, 118), (119, 119), (118, 117))"
"((19, 19), (20, 18), (19, 19))"
"((44, 134), (46, 131))"
"((69, 102), (69, 103))"
"((44, 134), (42, 132))"
"((56, 144), (55, 145))"
"((41, 89), (42, 89))"
"((42, 132), (44, 134))"
"((56, 145), (56, 144))"
"((70, 64), (70, 63))"
"((42, 89), (40, 89))"
"((55, 146), (56, 145))"
"((40, 89), (41, 89))"
"((74, 105), (74, 106))"
"((55, 146), (56, 144))"
"((42, 89), (41, 89))"
"((57, 144), (55, 146))"
"((42, 132), (46, 131))"
"((56, 144), (57, 144))"
"((40, 89), (42, 89))"
"((57, 144), (56, 145))"
"((90, 158), (91, 158))"
"((46, 131), (42, 132))"
"((56, 144), (55, 146))"
"((86, 139), (85, 138))"
"((91, 158), (90, 158))"
"((70, 63), (70, 64))"
"((56, 145), (55, 145))"
"((56, 144), (56, 145))"
"((68, 192), (68, 193))"
"((47, 131), (46, 131))"
"((85, 138), (86, 139))"
"((121, 61), (120, 61))"
"((71, 107), (72, 107))"
"((55, 145), (57, 144))"
"((55, 146), (55, 145))"
"((85, 138), (55, 145))"
"((72, 107), (71, 107))"
"((68, 193), (68, 192))"
"((46, 131), (44, 134))"
"((56, 145), (57, 144))"
"((74, 104), (74, 105))"
"((55, 145), (55, 146))"
"((57, 144), (55, 145))"
"((122, 65), (122, 64))"
"((41, 89), (40, 89))"
"((55, 146), (57, 144))"
"((55, 145), (56, 145))"
"((122, 64), (122, 65))"
"((57, 144), (56, 144))"
"((55, 145), (56, 144))"
"((56, 145), (55, 146))"
"((55, 146), (57, 144))"
"((55, 145), (56, 145), (55, 146))"
"((55, 146), (56, 145), (55, 146))"
"((55, 146), (56, 144), (55, 146))"
"((40, 89), (41, 89), (40, 89))"
"((68, 191), (68, 193), (68, 192))"
"((55, 146), (56, 144), (57, 144))"
"((55, 146), (56, 144))"
"((56, 144), (55, 145), (56, 144))"
"((40, 89), (41, 89))"
"((86, 139), (85, 138), (86, 139))"
"((41, 89), (42, 89))"
"((56, 145), (56, 144), (56, 145))"
"((55, 146), (56, 144))"
"((56, 144), (57, 144), (56, 145))"
"((46, 131), (44, 134))"
"((57, 144), (55, 146), (57, 144))"
"((40, 89), (41, 89))"
"((56, 144), (55, 145), (55, 146))"
"((55, 146), (57, 144), (56, 144))"
"((68, 192), (68, 193))"
"((57, 144), (56, 145))"
"((57, 144), (56, 145), (55, 145))"
"((68, 193), (68, 192))"
"((56, 144), (55, 145), (57, 144))"
"((55, 145), (55, 146))"
"((56, 145), (55, 145), (55, 146))"
"((55, 145), (57, 144))"
"((56, 145), (55, 145), (57, 144))"
"((57, 144), (55, 145))"
"((68, 193), (68, 191), (68, 192))"
"((68, 192), (68, 193), (68, 192))"
"((55, 145), (56, 144))"
"((56, 145), (55, 145), (56, 144))"
"((44, 134), (46, 131), (44, 134))"
"((56, 144), (55, 146), (57, 144))"
"((68, 191), (68, 192), (68, 191))"
"((56, 144), (56, 145), (55, 146))"
"((55, 145), (55, 146), (57, 144))"
"((68, 192), (68, 191))"
"((56, 144), (56, 145), (57, 144))"
"((57, 144), (55, 145), (56, 144))"
"((57, 144), (56, 144))"
"((90, 158), (91, 158))"
"((56, 145), (56, 144), (55, 146))"
"((56, 145), (55, 145))"
"((55, 146), (55, 145), (56, 145))"
"((56, 145), (56, 144), (57, 144))"
"((56, 144), (57, 144), (55, 145))"
"((57, 144), (56, 145), (55, 146))"
"((70, 64), (70, 63), (70, 64))"
"((90, 158), (91, 158), (90, 158))"
"((57, 144), (56, 145), (57, 144))"
"((55, 145), (57, 144), (55, 145))"
"((70, 63), (70, 64))"
"((56, 145), (56, 144))"
"((56, 145), (57, 144), (55, 145))"
"((44, 134), (46, 131))"
"((55, 146), (56, 145))"
"((85, 138), (86, 139))"
"((57, 144), (55, 146))"
"((86, 139), (85, 138))"
"((56, 144), (57, 144), (56, 144))"
"((41, 89), (40, 89))"
"((55, 146), (56, 144), (56, 145))"
"((55, 145), (57, 144), (56, 144))"
"((41, 89), (42, 89), (41, 89))"
"((42, 89), (41, 89))"
"((55, 146), (55, 145))"
"((55, 146), (56, 145), (55, 145))"
"((56, 145), (55, 146))"
"((41, 89), (42, 89), (40, 89))"
"((70, 64), (70, 63))"
"((42, 89), (41, 89), (40, 89))"
"((56, 145), (57, 144))"
"((55, 146), (55, 145), (55, 146))"
"((56, 145), (56, 144))"
"((68, 191), (68, 192))"
"((56, 144), (55, 145), (56, 145))"
"((91, 158), (90, 158))"
"((55, 145), (56, 145))"
"((86, 139), (85, 138))"
"((56, 145), (55, 145), (56, 145))"
"((55, 146), (55, 145), (56, 144))"
"((56, 144), (55, 145))"
"((57, 144), (55, 145), (56, 145))"
"((56, 145), (55, 145), (57, 144), (55, 145))"
"((57, 144), (55, 145), (56, 145))"
"((55, 145), (57, 144), (55, 145), (56, 145))"
"((57, 144), (56, 145), (57, 144), (55, 145))"
"((57, 144), (56, 145), (55, 145))"
"((56, 144), (55, 145), (57, 144), (55, 145))"
"((90, 158), (91, 158), (90, 158))"
"((56, 145), (57, 144), (55, 145), (56, 145))"
"((68, 192), (68, 193), (68, 192))"
"((40, 89), (41, 89), (40, 89))"
"((57, 144), (56, 145), (55, 145), (56, 145))"
"((40, 89), (41, 89))"
"((68, 193), (68, 191), (68, 192), (68, 191))"
"((68, 191), (68, 193), (68, 191))"
"((55, 145), (57, 144), (55, 145))"
"((91, 144), (92, 144))"
"((77, 178), (71, 181))"
"((75, 177), (75, 178))"
"((49, 112), (61, 110))"
"((75, 177), (71, 181))"
"((75, 178), (77, 178))"
"((61, 110), (61, 111))"
"((110, 108), (96, 103))"
"((92, 144), (91, 144))"
"((61, 110), (49, 112))"
"((79, 81), (80, 81))"
"((92, 144), (93, 144))"
"((31, 21), (31, 20))"
"((87, 140), (88, 140))"
"((2, 171), (5, 173))"
"((88, 140), (92, 144))"
"((96, 104), (110, 108))"
"((88, 140), (91, 144))"
"((75, 178), (71, 181))"
"((76, 178), (75, 177))"
"((93, 144), (92, 144))"
"((80, 81), (79, 81))"
"((71, 181), (75, 177))"
"((71, 181), (76, 178))"
"((50, 112), (51, 111))"
"((88, 140), (88, 139))"
"((110, 108), (96, 104))"
"((61, 111), (61, 110))"
"((92, 101), (91, 101))"
"((71, 181), (77, 178))"
"((91, 144), (93, 144))"
"((88, 139), (88, 140))"
"((75, 177), (76, 178))"
"((5, 173), (2, 171))"
"((75, 177), (77, 178))"
"((111, 108), (110, 108))"
"((46, 123), (45, 123))"
"((51, 111), (50, 112))"
"((88, 140), (87, 140))"
"((96, 103), (110, 108))"
"((76, 178), (71, 181))"
"((71, 181), (75, 178))"
"((93, 144), (91, 144))"
"((92, 144), (88, 140))"
"((87, 140), (88, 139))"
"((50, 111), (50, 112))"
"((91, 101), (92, 101))"
"((75, 178), (75, 177))"
"((77, 178), (75, 178))"
"((77, 178), (75, 177))"
"((77, 178), (76, 178))"
"((88, 140), (91, 144))"
"((91, 144), (93, 144))"
"((5, 173), (2, 171))"
"((92, 144), (93, 144), (91, 144))"
"((61, 110), (49, 112))"
"((51, 111), (50, 112))"
"((51, 111), (50, 112))"
"((91, 101), (92, 101))"
"((75, 177), (71, 181))"
"((110, 108), (96, 103), (110, 108))"
"((91, 144), (92, 144), (93, 144))"
"((96, 103), (110, 108))"
"((2, 171), (5, 173), (2, 171))"
"((92, 144), (91, 144))"
"((91, 144), (92, 144))"
"((2, 171), (5, 173))"
"((92, 144), (93, 144), (92, 144))"
"((93, 144), (92, 144))"
"((50, 112), (51, 111), (50, 112))"
"((110, 108), (96, 103))"
"((91, 144), (93, 144), (91, 144))"
"((88, 140), (88, 139), (88, 140))"
"((75, 177), (71, 181), (75, 177))"
"((92, 101), (91, 101), (92, 101))"
"((93, 144), (91, 144))"
"((92, 101), (91, 101))"
"((92, 144), (91, 144), (93, 144))"
"((91, 144), (92, 144), (91, 144))"
"((91, 144), (92, 144), (93, 144), (92, 144))"
"((74, 36), (76, 38))"
"((49, 126), (49, 127))"
"((45, 131), (50, 113))"
"((98, 80), (92, 83))"
"((89, 107), (90, 108))"
"((90, 108), (88, 106))"
"((97, 80), (93, 96))"
